"","60F_Avg","60M_Avg","48F_Avg","48M_Avg","36F_Avg","36M_Avg","18F_Avg","18M_Avg","7F_Avg","7M_Avg"
"gene-SMARCA2|SMARCA2",1749.8,3428.66666666667,1815.4,2945.4,2295,3255.2,3457.2,2797,4522.8,3214.8
"gene-RILPL2|RILPL2",1131.4,2422.33333333333,1694.6,2895,2134.4,3056.8,2084,1816.2,1886.6,1570.6
"gene-LOC132769984|LOC132769984",0,0,0,0.6,0,0,0,0,0,0
"gene-LRRC3B|LRRC3B",52.6,65.3333333333333,25,42.8,105.6,17,203,94.8,24.2,19.6
"gene-MRPL24|MRPL24",889.2,1352.33333333333,1028,1541.8,1243,1188.6,1423.8,1372.4,1734.8,1515.4
"gene-LOC132771959|LOC132771959",33,49.3333333333333,19,67.8,58.4,85,106.4,111.6,52,49
"gene-ABTB2|ABTB2",31,59.3333333333333,51.8,80.8,43,90.8,97,81.8,66,53.6
"gene-LOC137096224|LOC137096224",93.2,155,64.8,113.8,107.2,160.2,116.6,128.8,128,102
"gene-LOC137097446|LOC137097446",0,0,0,0,0,0,0,0,0,0
"gene-LOC132780977|LOC132780977",201.4,384.333333333333,283.4,558.4,251.6,1221.4,144,481.2,64.4,238.6
"gene-LOC132764221|LOC132764221",445.8,564.333333333333,371.6,604,109,277.8,181.2,184.6,33.8,29.8
"gene-LOC132767523|LOC132767523",697.4,1834,574,1318.2,1177.2,1413.8,1452,798.2,2256.6,1594
"gene-CCKBR|CCKBR",24.2,40.3333333333333,24.8,84.8,37,123.2,39,50.4,40.8,51.4
"gene-LOC132778449|LOC132778449",0,0,2,0,0,0,0,0,0,0
"gene-ARMH4|ARMH4",0,1.33333333333333,0.8,5.6,3.6,7.8,4.8,5,4,7.8
"gene-DAD1|DAD1",2465.4,3443.33333333333,6089.6,4939.6,2759.2,3173,2653.8,2536,4640.8,6418.8
"gene-SNAI3|SNAI3",0,6.33333333333333,0.8,1.4,0,1.6,0,0,0,0
"gene-ATP7A|ATP7A",218.2,763,338.4,808.4,340.8,727.8,536.4,442.4,271.8,347
"gene-VMP1|VMP1",225.4,558.333333333333,326.4,492.4,313,395.6,424.2,322.4,257.6,283.4
"gene-DUSP15|DUSP15",23,51.6666666666667,48,79.4,49.2,84.2,47,52.8,53.4,51.8
"gene-TRNAC-GCA-6|TRNAC-GCA",0.2,0,0.6,0,0.4,0.4,0,0,0.2,0
"gene-ALG11|ALG11",338,508.666666666667,407.4,464.2,470,463.2,546,446.8,404.2,336
"gene-LOC132768973|LOC132768973",548,853,605.6,1188.4,742.2,1022.2,1020.6,746.2,489,362.4
"gene-GPR89B|GPR89B",666.2,588.666666666667,495.6,601.2,792,683.2,852.8,593,1040.4,678.6
"gene-WWOX|WWOX",79.6,140,100,138.8,108.6,143.8,152,189,175.6,138.2
"gene-THSD7A|THSD7A",35.4,110.333333333333,54.6,101,84.2,154.4,200,207.6,123.4,141.6
"gene-LOC132769973|LOC132769973",1.6,11,2.8,12,8.4,4.2,6.2,1.4,2.4,3.8
"gene-FAM171A1|FAM171A1",48.6,164,132.2,313.2,229,263.2,282.4,223,255,205.4
"gene-LOC137097917|LOC137097917",0,0,0,0.4,0,1.4,0,1,0.8,1.8
"gene-TAGLN3|TAGLN3",0.6,0,0,0,0,0,0,0.8,0,0
"gene-LOC132764502|LOC132764502",0,0,0,0,0,0,0,0,0,0
"gene-HOATZ|HOATZ",80.8,84,70.6,84.8,118.4,75.8,82.4,92.4,79.2,41.8
"gene-TSHZ2|TSHZ2",128.4,325,96,314.6,154.8,361,258.4,298.8,247.4,288.6
"gene-LOC132774361|LOC132774361",7.2,12.3333333333333,10.6,15.8,8.4,11.2,20.4,8.6,11.8,9.8
"gene-LOC137095478|LOC137095478",58.4,119.333333333333,76.8,213.2,63.4,136.4,93.2,110.2,84.2,91.8
"gene-C6H14orf119|C6H14orf119",344.4,502,855.6,818.6,898.4,504.4,957.6,529.8,1010.2,865.2
"gene-VPS13B|VPS13B",266.6,678.666666666667,375.4,691.6,380.4,681.2,807.6,569.2,804,569.6
"gene-NAPRT|NAPRT",764.6,1432,762.2,1544.2,2144,2319.4,1637.2,1765.6,1070.2,1325.2
"gene-LOC132773672|LOC132773672",4027.8,1539.66666666667,3526.8,1383.4,2751.6,1705.4,1592,585.4,1870,1066.8
"gene-RAB29|RAB29",794.8,2043,1197.2,3004.6,1327.6,1754.6,1645.8,843.2,548.8,462.8
"gene-LOC132765371|LOC132765371",0,0,0,0,0,0,0,0.8,0,0.8
"gene-ATP8B2|ATP8B2",128.4,472.333333333333,112.6,391.8,166,276.8,279.6,184.4,220.6,199
"gene-LOC137094888|LOC137094888",114,357.666666666667,120,393.6,111.2,223.8,200.8,108,41.8,40
"gene-LOC137095392|LOC137095392",391.4,1018.66666666667,399.6,1096.4,698.6,710.8,940.8,361,863.6,430.2
"gene-CXH5orf52|CXH5orf52",26.2,76.6666666666667,18.4,68.4,30.2,91.8,13,38.2,1.4,13
"gene-LOC132763840|LOC132763840",2.4,4.66666666666667,4.8,15.4,4.2,2.4,12.8,17.2,20.2,10.4
"gene-ISM2|ISM2",10.4,18.6666666666667,4.4,18.4,1.8,17.6,4,15,10.8,6.6
"gene-LOC132777256|LOC132777256",0,0,0,2.4,0,0,0,0,0.6,0
"gene-LOC137097045|LOC137097045",0,0,0,0,0,0,0,0,0,0
"gene-SYNGR3|SYNGR3",44.6,93,68,177.8,88.6,126.6,122.2,73.4,78,69
"gene-PRELID3B|PRELID3B",11,15.6666666666667,5.6,36.4,14,4,10,2.6,3,1.8
"gene-LOC137096763|LOC137096763",2,4.66666666666667,2.6,2.8,1,4.4,1.2,0.8,3.2,1.2
"gene-TRNASTOP-UCA|TRNASTOP-UCA",0.4,0,0,0,0.2,0,0,0,0,0
"gene-LOC132775790|LOC132775790",1.2,3,0,2.2,0,0,0,0,0,8.2
"gene-LOC132780140|LOC132780140",175.4,520.666666666667,275.4,820.6,336.4,850.8,486.6,935.4,217.4,157.4
"gene-TRIT1|TRIT1",743.8,605.666666666667,546.6,531.6,976.4,663.8,1055,685,1312.2,552.4
"gene-DNAJC27|DNAJC27",31,75,40.8,78.2,37.4,85.6,47.4,75.6,121.8,128.4
"gene-DTX4|DTX4",121.4,391.666666666667,172.4,185.2,149.2,110,160,185.8,120.6,80
"gene-LOC132775691|LOC132775691",0,0,0,0,0,0,0,0,0,0
"gene-LOC132768034|LOC132768034",16.8,41.3333333333333,23.4,33.4,14.8,40.8,43.4,30,25.6,25
"gene-LOC132779530|LOC132779530",0,0,0,0,0,0,0,0,0,0
"gene-LOC137096750|LOC137096750",0,0,0,0,0,0,0,0,0,0
"gene-HECA|HECA",507.6,1171,467,1032.6,735,914.6,1049.6,683,746,566.8
"gene-LOC132768968|LOC132768968",1.2,11,0.8,10.2,18.2,4.4,17.2,1.2,2.4,0.6
"gene-SCYL3|SCYL3",1093.8,1397,975.6,1334.2,1140.4,1317.4,1786.4,1375.6,1680.6,1172
"gene-SGCE|SGCE",5.6,9.33333333333333,5.4,25.2,18.8,37.8,10.2,12.6,30.6,18.4
"gene-LOC137096520|LOC137096520",0,0,0,0.2,0,0,0,0,0,0.2
"gene-LOC132764832|LOC132764832",2.6,8.33333333333333,8.8,4.6,4.4,6.2,6.2,7.4,4.6,8.2
"gene-CTSW|CTSW",153.8,189.666666666667,87,254.4,134.2,182.4,245.8,112.8,60.4,50
"gene-LOC132763035|LOC132763035",76.2,171.666666666667,133.2,224.4,167.8,174,232.4,156.2,104.8,78
"gene-LOC132779655|LOC132779655",0,1,78.2,0,3.8,0,0,0,0.6,0
"gene-LOC132778237|LOC132778237",2.4,4.33333333333333,0,0,1.2,0,0.6,0.8,0,1.8
"gene-CAMSAP3|CAMSAP3",1280,1748.66666666667,1054.6,1070,1319.2,1454.8,1816.6,1248,2439,2177
"gene-LOC132778751|LOC132778751",559.4,106.666666666667,293.8,124,322.8,277,57.4,93.6,89.6,94
"gene-COTL1|COTL1",467.4,1413,794.8,2289.2,848,1182.8,1214.2,855.6,495.6,769.6
"gene-LOC132780742|LOC132780742",32.4,159,49,139,52.2,148.4,179,221.8,231.2,238.6
"gene-LOC137095871|LOC137095871",6.4,6,2.8,0,4.6,9,1.8,3.4,1.2,2.8
"gene-SENP3|SENP3",480.4,735.333333333333,536.6,662.8,551.2,814,826.6,618.2,740.4,590.4
"gene-GOSR1|GOSR1",297,481.333333333333,367.4,445,387,443.8,488,379,454.2,449.4
"gene-LOC132764454|LOC132764454",50.2,65,14.4,56.6,6,26.2,19.2,13.6,33.4,43.6
"gene-LOC132778010|LOC132778010",15.6,36.6666666666667,25.2,39.6,12.2,23.2,18.8,11.4,6.8,4
"gene-LOC132779390|LOC132779390",30.6,62.6666666666667,31.8,57.4,61,38.6,54.6,36.6,90,29.6
"gene-LOC132780146|LOC132780146",2926,1900,1016,1734,1074.8,1522.8,1905.2,1275.6,1673.8,1686.2
"gene-LOC132782132|LOC132782132",410.6,1995,493,1758.4,539.4,1815.8,830.4,1621.2,1103.4,2791.6
"gene-KCNK1|KCNK1",43.2,205.666666666667,87.8,174,220.4,150.6,737.2,287.2,140,114.8
"gene-RHOF|RHOF",67.6,93.3333333333333,76.8,156.6,65.8,100.2,64.6,51.2,33,37
"gene-LOC132761886|LOC132761886",0,4.66666666666667,0,0,0,0,0,0,0,1
"gene-TST|TST",3536.2,5480.33333333333,3992.6,6073.8,5177,6198.4,5432.4,6497.8,6916.8,9288.6
"gene-OTUD6B|OTUD6B",194.8,256,274.4,255.4,284.6,340.4,326,260.8,238,278.2
"gene-LOC137096131|LOC137096131",0.6,1.33333333333333,2.8,6.8,1.8,1.8,2.4,1.8,0,0
"gene-RSL24D1|RSL24D1",3927.2,5018.66666666667,5724.2,5818.2,7100.8,4565.8,4706.6,3445.8,4593,3499
"gene-LOC137094783|LOC137094783",5.6,3.66666666666667,6,16.8,3,79.4,2,5.4,2.8,7.2
"gene-CCDC159|CCDC159",46,20.3333333333333,48.8,25.4,34.8,70.4,57.4,43,31.2,65
"gene-TGFBRAP1|TGFBRAP1",549.8,871.666666666667,517,753.2,646,790,966,689,763,548.2
"gene-LOC132776006|LOC132776006",0,0,70.6,1897.6,0,0,0,103.8,0,0
"gene-CEP131|CEP131",332.6,383.666666666667,303.2,363.6,335.2,410,477.6,366.8,435.2,318
"gene-UBE2E3|UBE2E3",398.8,795,350.2,635.2,503,769.4,830.8,834.6,901.2,719.6
"gene-LOC137096503|LOC137096503",1.8,3.33333333333333,0,1.8,2.8,3,1.6,1.6,0.8,0
"gene-LOC137095569|LOC137095569",0,48.3333333333333,0,64,0,79.2,0,120.2,1.4,60.4
"gene-PLEKHB2|PLEKHB2",902.2,3304.66666666667,1338.6,3107.2,1520.2,2167,2567.8,2457.6,1671,1339.4
"gene-PGAP3|PGAP3",557.2,1644,914.6,1831.6,1013.6,1344.4,1353.6,1142.6,881.8,785.4
"gene-LOC137096251|LOC137096251",1.2,7.33333333333333,1.2,0,0,0.8,1.2,0,0,2.6
"gene-LOC132770248|LOC132770248",0,0,0,0,0,0,0,0,0,0
"gene-TMTC1|TMTC1",147.4,765,302.2,919.8,288.4,627.6,588.2,496,226.6,205
"gene-ESS2|ESS2",318.2,349.333333333333,302,253.6,642,300.2,543.4,373.2,805,275.4
"gene-LOC132771100|LOC132771100",139.6,177.333333333333,213.4,412.8,231.2,227.2,238.6,137.2,124,94.4
"gene-THAP8|THAP8",32,201,65.6,131.8,67.2,124.2,197.4,203,162.8,130.6
"gene-LOC137096593|LOC137096593",0.4,0,0,0.4,0,0,0,0,0,0
"gene-HPX|HPX",12304.4,40146,17769.4,35084.8,19082,27750.6,33626.4,20367.2,34171.6,39681.4
"gene-THY1|THY1",75.2,133.666666666667,67.2,182.8,97,240.4,315.2,236.4,255.2,355.6
"gene-XNDC1N|XNDC1N",29.8,72.3333333333333,51,53.2,61.2,57.6,69.2,64.6,107.4,67.2
"gene-GLRX3|GLRX3",726.6,1101.33333333333,924.8,1075.2,953.8,1083.2,1101.4,953.8,1176.6,1238.4
"gene-LOC132774270|LOC132774270",0,5.66666666666667,0.4,0,0,4,0,1.2,0,0
"gene-STN1|STN1",58,99.3333333333333,83.4,172.2,117.8,121.4,139.4,114.8,135.4,91.8
"gene-TASP1|TASP1",559.8,848,478.4,818.2,644.8,777.4,912,865.2,1114.6,675
"gene-CHRD|CHRD",36.2,156.666666666667,34.6,96.8,88.6,157,113.2,158,124.8,84
"gene-LOC137096592|LOC137096592",0,0,0,0,0,0,0,0,1.8,0
"gene-MYCBP|MYCBP",991.6,1013,928.6,1310.8,936.6,1085.6,760.4,762.8,955.6,953.6
"gene-BLCAP|BLCAP",670.8,1209.33333333333,921.6,1385.8,1153.6,1057.6,1102.2,827.8,932.4,758.8
"gene-LOC132769562|LOC132769562",0.4,0,1,0,0.4,2.2,0,0,3,0.2
"gene-LOC132782088|LOC132782088",141,372.333333333333,214.2,514.2,267.4,421.4,500,250,1058.2,693
"gene-CCDC89|CCDC89",0,5.33333333333333,1.2,1.2,0,1.4,0,0,0.8,0
"gene-WNT1|WNT1",0,0,0,0,0,0,0,0.8,0,0
"gene-LOC132769310|LOC132769310",693.2,1570.33333333333,1037.6,1189.6,1559.6,1703.8,2339,1967.2,1806.2,1890
"gene-EPHA8|EPHA8",2,4,5.6,2.2,5,4.4,3.2,1.4,0.8,1.8
"gene-LOC132765694|LOC132765694",168,299.666666666667,182,266.4,243,267.2,398,262.8,367,213.4
"gene-SYNPO|SYNPO",1529,2731,1029.6,1677.8,1434,1414.4,2776,1518.2,3028.8,1370.2
"gene-CABLES1|CABLES1",1754,2860.66666666667,1768.8,2314,2020.8,2686.8,4052.6,2282,3312.4,2559
"gene-SYPL1|SYPL1",0,0,22.4,0,4.4,0,0.6,0,1.6,0.6
"gene-CCDC170|CCDC170",67.4,45.6666666666667,81.8,144,262,26.4,174,32,178,44.4
"gene-TRNAV-AAC|TRNAV-AAC",0,0,0,0,0,0,0,0,0,0
"gene-LOC132767596|LOC132767596",33387.2,40262.6666666667,39443.4,47542.4,43027.4,37056.6,39322.8,32428.2,45254.2,29959.4
"gene-AK3|AK3",2839,2915,3426,3092.4,5816.6,3258.4,5432.2,3515.2,5262.4,3885.4
"gene-HEBP1|HEBP1",1128.2,3774.66666666667,811.4,4870.8,2091.4,5857.6,1952.4,4792,892.2,1720.2
"gene-LOC137097376|LOC137097376",0.6,0,0.2,0,0,0,0,0,0,0
"gene-CCDC71L|CCDC71L",69.8,188,137,218.8,158.8,223,198.6,132.8,135.6,87.6
"gene-LOC132774105|LOC132774105",606.8,4382.33333333333,684.4,2052.2,2147.8,2966,2814.6,1765.8,1673.6,1670
"gene-CPE|CPE",126.4,460.666666666667,111.8,346.2,229.6,383.6,283.8,630.2,331.6,311.6
"gene-GJA10|GJA10",1.6,8,3.8,10.8,16.2,30.2,2,12.8,4.2,1.4
"gene-LOC132781763|LOC132781763",249.2,369.333333333333,393,375.2,421.6,351.6,562.4,383.4,492.6,305.8
"gene-AHCTF1|AHCTF1",1377.2,1556,1312.6,1508.6,1314.6,1709.6,1675.8,1230.2,1774.6,1317.6
"gene-LOC137096614|LOC137096614",0,0,0,0,0,0,0,0,0,0
"gene-LOC132782585|LOC132782585",18,46.6666666666667,28.2,55.6,18,64.6,36.4,69.6,47.4,36.2
"gene-JHY|JHY",0,0,0,0.6,0,0,0,0,0,0
"gene-CCDC14|CCDC14",254.2,195,165,246.8,216,227.2,216.8,146.8,202,214.4
"gene-SNRNP27|SNRNP27",320.8,560.333333333333,506.6,766.8,457,569.2,589.4,486,555.8,467.6
"gene-AKAP13|AKAP13",2494.8,5379,2387.6,5336.8,2748.8,4734,5796.8,4017.8,5092.4,4158.4
"gene-AAR2|AAR2",417.6,461.333333333333,463,521,441.4,453.6,449.6,440.2,285.6,329.6
"gene-LOC132777970|LOC132777970",78.2,64,45,33.6,50.6,15.8,40.8,81.4,589.6,72.4
"gene-LRRN2|LRRN2",33.2,48.6666666666667,44.2,103.4,36,98.6,81.6,21.4,2.8,0.6
"gene-LOC137097539|LOC137097539",0,0,0,0,0,0,0,0,0,0
"gene-TRPM7|TRPM7",2193.6,2448,1948,2145.8,2115.6,2285.2,3132.6,2152.6,3406.6,2157.6
"gene-LOC137097929|LOC137097929",0.2,1.33333333333333,0,1,0,1.2,0,3.4,2.2,2.2
"gene-LOC137097630|LOC137097630",32.2,9,37.4,11.6,17.4,8.4,14.8,7.8,28.2,11.6
"gene-BCDIN3D|BCDIN3D",58,89.6666666666667,83,110,100.2,85.4,93.2,71,72.8,61.8
"gene-METTL22|METTL22",125.2,171.333333333333,100.2,199.2,168,154.4,115.4,127,131,139.8
"gene-RASSF7|RASSF7",691.6,1230.33333333333,718.2,1108.8,971,1236.8,1787.6,1140.6,1858.4,1391.4
"gene-LOC132780856|LOC132780856",0,0,0,0,0,0.2,0,0,0.2,0
"gene-CIAO3|CIAO3",616,474.666666666667,582.4,505.8,605,502.4,703.2,433.6,758.4,484.8
"gene-ABHD1|ABHD1",281.2,343,232,492.4,287,320.8,344.2,249.2,308.4,221.2
"gene-LOC132769768|LOC132769768",51,86.3333333333333,28.6,75.6,94,98.2,122.4,110.8,67.8,77.6
"gene-PPP2R5B|PPP2R5B",150.6,338.666666666667,253.4,398.2,298.4,529.6,920.2,755.4,248.8,304
"gene-MTERF3|MTERF3",214,205.666666666667,228.4,237.2,207,228.4,291.4,205.4,398.4,267
"gene-LOC137096815|LOC137096815",35.4,120.666666666667,32.2,119.6,102,60,206.2,96.4,148.2,36.2
"gene-CEP44|CEP44",77.8,82,46.2,111,48.2,101.6,60,63.8,156.2,99.4
"gene-ZDHHC3|ZDHHC3",553.6,989.666666666667,705.6,947.4,860.8,918.6,1031.2,848.4,828,703.2
"gene-SNRNP48|SNRNP48",161.2,230,169.4,203.8,188,273,285.6,147.6,341.8,195.8
"gene-MRPS6|MRPS6",2650.6,1576.33333333333,1642,1901.6,3502,1529,1920,1801.4,2660.2,1040
"gene-LOC137094900|LOC137094900",87.4,218,137,300,214.2,254.4,303.8,231.2,317.2,301
"gene-INSIG1|INSIG1",3263.8,6271,6656.2,6340.6,9748.6,7342,11291.6,7788.4,7809.2,4334
"gene-MBL2|MBL2",4245.8,8325,7426,12715.4,4376.4,5219.4,5969.8,5505.6,7951,15677
"gene-STING1|STING1",62,53.6666666666667,35.6,59,75,70.2,97.4,43.6,31.6,29.6
"gene-UBE2QL1|UBE2QL1",297.2,566,246.8,397.6,420.2,537,612,816,853.6,552.6
"gene-TTYH2|TTYH2",316.8,954,326.8,1176.4,483,766.6,623,420.4,231.2,216.4
"gene-DNAJC11|DNAJC11",699.2,1102.66666666667,1043.8,1377.8,994.6,1232.2,1118.6,1054.8,1223.2,1290.6
"gene-RHOU|RHOU",2727.8,3403.66666666667,2824.2,2741,3311.6,3416,7217,3222.4,4106.6,1503.4
"gene-METTL16|METTL16",276.4,526,318.4,459,426.8,393,565.6,473.2,630.6,391.6
"gene-KDELR1|KDELR1",1863.4,1790.33333333333,2418.8,1739.4,2351.8,2191.6,2563.2,1999,2790.4,1978.6
"gene-MINDY4B|MINDY4B",0,0,0,0,0,0,0,0,0,0
"gene-G3BP2|G3BP2",1325.4,1784,1556.4,2012.8,1463,1474.8,2254.6,2025.2,1819.8,1815.4
"gene-LOC132779611|LOC132779611",1.2,2.66666666666667,0.6,1.2,0.8,1.8,0.4,1.8,0.6,0
"gene-LOC137095672|LOC137095672",0.6,0,1,0,0,0,1.2,1.8,0,0
"gene-UPF3A|UPF3A",2.2,7,2.2,2.6,0,2.2,5.4,2.2,6.4,3
"gene-LOC132765801|LOC132765801",30.4,70.6666666666667,38.2,72.4,69.4,81,100.6,72.8,113.2,67.8
"gene-FAM107A|FAM107A",1654.8,3179.66666666667,1755,1943.4,3227.6,3012.2,3895.2,3007.6,4273.2,3327.8
"gene-CSRP1|CSRP1",1245.8,4434,1528,4977,2487.6,4195,2360.8,2305.8,1271,2120.4
"gene-TMEM18|TMEM18",182.8,286.666666666667,284.4,428.8,340.2,254.8,361.2,277.8,323.8,269
"gene-CCNB1|CCNB1",19.2,15.6666666666667,136.6,34.2,64.8,28.6,227.6,11.4,936.8,290.8
"gene-LOC137095979|LOC137095979",0.6,0,0.4,0,0.2,0.2,0,0,0.4,1
"gene-TCTE1|TCTE1",0,1.33333333333333,0,0.8,7,3.6,6.8,1.4,6.2,0.6
"gene-LOC137095768|LOC137095768",0,0,0,0,0,0,0.2,0,0,0
"gene-LOC132771599|LOC132771599",78.6,271.333333333333,147,224.6,95.6,179.2,91.2,216.6,220,385.2
"gene-CADPS2|CADPS2",94.4,90,113.2,47.2,132.8,102.2,258.2,114,112.6,61.6
"gene-CLDN15|CLDN15",16.8,146,40.6,44,85.2,56.2,52.8,44.4,46.8,34
"gene-LOC137095043|LOC137095043",0,0,0,0,0,0,0,0,0,0
"gene-DNAH1|DNAH1",0.6,20,2.2,1.2,0.8,4,0,2.4,2.6,0
"gene-LOC137095727|LOC137095727",0,0,0,0,0,0,0,0,0,0
"gene-LOC132772894|LOC132772894",0,3.33333333333333,0,0,0.8,0,1.2,0,0.8,1
"gene-CSPG5|CSPG5",7.2,9.66666666666667,7.2,17.2,180.8,11.2,78.4,40.2,239.4,24.2
"gene-LYAR|LYAR",266.8,260.666666666667,245,334.6,226.4,264.8,239.4,206.4,224.4,161.8
"gene-CALM1|CALM1",6954.6,13548.3333333333,9851.4,22501.2,10747,14059.2,17494,12077.6,13370.8,17488.6
"gene-HSPA2|HSPA2",110.4,231,336.4,395.2,147.2,238.6,208.8,75.2,18.2,23.2
"gene-TSC22D3|TSC22D3",9544.2,11694.6666666667,8446.4,7932.8,7422.4,9428.6,13037.2,10612.2,12625.4,8702.8
"gene-LOC132766786|LOC132766786",120.8,167,149.4,353.6,239.2,320.8,392,411.2,230.8,152.8
"gene-LOC132770752|LOC132770752",66.2,234.666666666667,116.4,168.2,140.4,229.4,260.4,185.2,140.4,143.6
"gene-ANKRD46|ANKRD46",394.6,857,569.2,997.6,633.8,882,832.4,880.4,695,705.4
"gene-LOC132770220|LOC132770220",21.2,34,12.2,77.6,10.2,207.6,13,28.2,12.2,28.2
"gene-LOC132765809|LOC132765809",74.8,85.3333333333333,60.8,104.6,88.4,124,129.4,86.6,125,96
"gene-NAP1L1|NAP1L1",3474,5425.66666666667,4521.2,5160.2,4746.2,3367.8,4908,4152.2,6058.2,3830.2
"gene-LOC132768400|LOC132768400",5335.2,544.333333333333,4486.6,313.8,10653.4,681,3822.2,464.6,4922.2,335.6
"gene-PGF|PGF",25.4,53.6666666666667,16.6,35.6,30.6,44,38,25.2,67.8,32.2
"gene-LOC132765953|LOC132765953",17.2,26.3333333333333,12.8,22.2,26,28,77.4,9.2,6,5.6
"gene-MFSD8|MFSD8",435.4,461.333333333333,318.4,400.8,384.8,430.4,504.4,428.2,411.6,357.8
"gene-SSBP2|SSBP2",497.8,794.666666666667,354.6,711.2,602.4,671.2,886.8,778.2,911.6,643.6
"gene-COX7B|COX7B",3310.8,3392.66666666667,3337.6,3976.2,3495.8,3118.8,3289.4,2525,3336.4,3630
"gene-FOXE3|FOXE3",0,0,0,0,0,0,0,0,0,0
"gene-WIZ|WIZ",1079.2,1391.33333333333,1084.2,1402.8,1136.8,1434.4,1672.4,1081.4,1321.4,863.2
"gene-LOC137096270|LOC137096270",93.8,150,93.2,158,138.8,165.8,157.6,132.8,129.6,102.8
"gene-REM2|REM2",0,0,0,0,0,0,0,0.6,0,0
"gene-LOC137096908|LOC137096908",0,0,0,0,0,0,0,0,0,0
"gene-LOC132779346|LOC132779346",0.8,2.33333333333333,0,0,24.6,1.8,0.8,0,0,0
"gene-LOC132762006|LOC132762006",0,0,0,0,0,0.6,0,1.4,0,0
"gene-LOC132764476|LOC132764476",0,0,0,0,0,0,0,0,0,0
"gene-ECE2|ECE2",707.2,1145.66666666667,716.6,1058.6,1389.6,1762,1335.2,1334.8,1832.6,1904.8
"gene-SH3KBP1|SH3KBP1",4261.8,3879,4538,4271.2,4122,3173.6,4230.8,2729,3417.8,2115
"gene-VPS13C|VPS13C",290,1302.33333333333,778.2,1755.2,548.6,1181.8,1635.8,1224,1246.6,1150.8
"gene-LOC137097157|LOC137097157",2.2,0,22.8,0,45.8,8,9.4,0,8,5.2
"gene-LOC132770011|LOC132770011",4.4,8.33333333333333,3.8,5.8,5.8,14.4,5,5.4,3,2
"gene-LOC132766177|LOC132766177",9.8,22,8.6,17.6,12.6,15.6,22.8,14.6,18.2,14.8
"gene-LOC132765411|LOC132765411",0,0,0,0,0,0,0,0,0,0
"gene-LOC132766231|LOC132766231",41.4,86,33.2,68.4,105.4,93.2,90.4,98.2,132.4,65
"gene-ZC2HC1A|ZC2HC1A",426.4,645.666666666667,373,579.8,467.2,501.8,687.2,565.4,664.6,581
"gene-LOC137097885|LOC137097885",217,478.333333333333,190.6,431.2,311.8,445.6,537.8,400.6,694.8,457.2
"gene-FBLN1|FBLN1",2090.2,5600.66666666667,2070.2,4787,2786,9287.2,2316,4341.6,1736.2,2552.8
"gene-LOC137096676|LOC137096676",0,0,0,0,0,0,0.4,0,0,0
"gene-PIGQ|PIGQ",352.2,554.333333333333,353.2,657,408.6,848.2,407.2,403.4,259.6,234.2
"gene-LHFPL7|LHFPL7",56,103,91.6,162.8,121.6,158.4,133.6,76,83.6,49.6
"gene-LOC137097163|LOC137097163",1.4,1,0,2,0,0,2,0,2,0
"gene-LOC132781503|LOC132781503",782,710.333333333333,43.4,127.4,175.4,243.6,91,58.4,12.8,14.2
"gene-LRRTM4|LRRTM4",8.6,11,7.8,17.8,11,14.4,24.6,20,16.8,27.6
"gene-LOC137095516|LOC137095516",19.6,80,7,76,13.8,60,5.4,64.6,13.4,94.4
"gene-CLNS1A|CLNS1A",1565,2118,1849.4,2678.6,2170.6,2356.4,2169.8,2135,2087.2,1916.2
"gene-ATP6V1A|ATP6V1A",814,2423.33333333333,1342.6,3238.8,1209.8,1994.8,1771.2,1347,1010.8,941.4
"gene-LOC137097454|LOC137097454",3.4,1,0.8,1,4.4,8.6,1,0.6,3.4,2.2
"gene-SLC35F1|SLC35F1",0,2,9.2,1,0,0,5.4,2.6,3.6,0
"gene-SAMD4A|SAMD4A",810.8,1165.66666666667,909.6,942.6,938,1271.4,2038.4,1233.8,1770.4,1055
"gene-EDARADD|EDARADD",3.2,18.6666666666667,9,6.6,2.8,11,15,16.6,17,15.2
"gene-LOC132773743|LOC132773743",14.6,132.333333333333,21.4,49.6,52.6,17.8,8.4,14.2,15.2,0.8
"gene-LOC132762231|LOC132762231",0,0,0,0.8,0,0,0,0,0,0
"gene-LOC137097721|LOC137097721",0,1.66666666666667,0.2,2.2,0,1.8,0.2,0.2,1.4,0.4
"gene-LOC137096843|LOC137096843",0,0,0,0,0,0,0,0,0,0
"gene-LOC132765771|LOC132765771",113.2,245,124,196,195.2,208.2,258.2,185.4,260.6,190.6
"gene-LOC132781401|LOC132781401",0.2,1.66666666666667,1,2.2,0.2,0,3.6,1,0.6,6
"gene-LOC132770697|LOC132770697",186.2,220,147,164.6,187,243.4,204.2,240.4,220.6,177.2
"gene-LOC137095116|LOC137095116",0,1,3.4,3.6,2.8,1.2,2,2.2,0,0
"gene-TMEM107|TMEM107",29,84.3333333333333,35,75.6,66.6,93.4,83.8,71,118.6,81.4
"gene-COQ10A|COQ10A",312.6,677.666666666667,400,597.2,322.8,465.8,555.6,534.4,393.6,281.8
"gene-CCDC198|CCDC198",122.2,285.333333333333,54.6,182.8,127,250,224.4,274.6,182.2,222.2
"gene-PSMD5|PSMD5",1034.4,1938.33333333333,1067,1659.8,1669.6,1624.6,2269.2,1968,2697,1789
